id,time,value,gender,age,became_member_on,income,reward,offer_received,offer_viewed,offer_completed,transaction,offer_views_missed,informational,bogo,discount,total_reward_completed,total_duration_completed,total_difficulty_completed,difficulty_offered,duration_offered,last_time_offer_received,last_time_offer_completed,first_time_offer_received,first_time_offer_completed,mean_time_between_actions,amount_of_completed_user_paths,email,social,web,mobile
0009655768c64bdeb2e877511632db8f,696,127.60000000000001,M,33,20170421,72000.0,25.0,5,4,3,8,1,4,3,5,9.0,1.1,1.25,5.416666666666668,6.083333333333333,576,576,0,False,26.400000000000002,0,12.0,8.0,10.0,12.0
00116118485d4dfda04fdbaba9a87b5c,630,4.09,,118,20180425,,20.0,2,2,0,3,0,0,4,0,0.0,0.0,0.0,5.0,5.0,576,0,0,False,66.0,0,4.0,4.0,4.0,4.0
0011e0d4e6b944f998e987f904e8c1e5,654,79.46000000000001,O,40,20180109,57000.0,39.0,5,5,3,5,0,4,3,6,13.0,1.3333333333333333,1.7777777777777775,7.384615384615386,6.615384615384616,504,576,0,False,36.333333333333336,2,13.0,5.0,11.0,10.0
0020c2b971eb4e9188eac86d93036a77,708,196.86,F,59,20160304,90000.0,50.0,5,3,3,8,2,2,4,5,14.0,1.3157894736842106,1.5789473684210529,8.181818181818183,7.090909090909092,504,510,0,False,37.26315789473684,1,11.0,11.0,8.0,11.0
0020ccbbb6d84e358d3414a3ff76cffd,672,154.04999999999998,F,24,20161111,60000.0,39.0,4,4,3,12,0,2,6,3,13.0,0.8260869565217391,0.7391304347826085,4.636363636363638,5.7272727272727275,504,600,0,False,27.39130434782609,3,11.0,8.0,9.0,11.0
003d66b6608740288d6cc97a6903f4f0,696,48.34000000000001,F,26,20170621,73000.0,22.0,5,4,3,18,1,4,0,8,9.0,1.0,1.3333333333333333,8.333333333333334,7.833333333333334,504,696,0,False,23.200000000000003,0,12.0,8.0,10.0,10.0
00426fe3ffde4c6b9cb9ad6d077a13ea,696,68.50999999999999,F,19,20160809,65000.0,15.0,5,2,1,17,3,2,0,6,2.0,0.4,0.4,8.75,7.5,576,258,0,False,27.84,0,8.0,5.0,6.0,7.0
004b041fbfe44859945daa2c7f79ee64,714,138.36,F,55,20180508,74000.0,21.0,3,2,2,6,1,1,3,3,7.0,1.1538461538461535,1.1538461538461535,6.42857142857143,7.0,576,714,0,False,53.53846153846154,2,7.0,6.0,7.0,7.0
004c5799adbf42868b9cff0396190900,690,347.37999999999994,M,54,20160331,99000.0,62.0,5,4,5,12,1,0,8,6,24.0,1.4230769230769231,1.5384615384615383,7.857142857142858,7.42857142857143,576,576,0,False,20.076923076923077,3,14.0,14.0,12.0,14.0
005500a7188546ff8a767329a2f7c76a,588,20.360000000000007,M,56,20171209,47000.0,72.0,5,3,1,4,2,0,8,1,5.0,0.5384615384615384,0.3846153846153847,8.88888888888889,7.0,576,582,0,False,45.230769230769226,1,9.0,6.0,3.0,9.0
0056df74b63b4298809f0b375a304cf4,672,144.14000000000001,M,54,20160821,91000.0,34.0,4,3,3,5,1,2,3,5,13.0,1.6,2.1333333333333333,7.6000000000000005,7.0,576,576,0,False,44.800000000000004,1,10.0,3.0,10.0,8.0
0063def0f9c14bc4805322a488839b32,576,7.210000000000002,,118,20180615,,46.0,5,5,0,3,0,2,4,4,0.0,0.0,0.0,8.4,6.800000000000001,576,0,0,False,42.0,0,10.0,6.0,6.0,8.0
0069a50874d846438e58acff5e594725,696,33.5,,118,20160503,,13.0,4,1,1,5,3,1,0,5,2.0,0.6363636363636364,0.9090909090909092,10.0,7.0,576,696,0,False,48.54545454545455,0,6.0,0.0,6.0,5.0
00715b6e55c3431cb56ff7307eb19675,702,375.11999999999995,F,58,20171207,119000.0,81.0,6,3,5,15,3,1,5,8,32.0,1.3448275862068966,2.4137931034482762,12.85714285714286,7.571428571428571,576,666,0,False,24.20689655172414,0,14.0,5.0,11.0,9.0
0082fd87c18f45f2be70dbcbb0fb8aad,696,121.85000000000001,F,28,20170908,68000.0,25.0,5,4,2,7,1,6,5,0,10.0,0.7777777777777778,0.5555555555555556,2.2727272727272734,5.1818181818181825,504,450,0,False,38.666666666666664,1,11.0,2.0,9.0,11.0
00840a2ca5d2408e982d56544dc14ffd,684,62.93,M,26,20141221,61000.0,29.0,6,2,3,17,4,1,2,8,9.0,0.8571428571428571,0.8928571428571429,9.090909090909093,7.818181818181818,576,540,0,False,24.42857142857143,1,11.0,3.0,11.0,10.0
00857b24b13f4fe0ad17b605f00357f5,624,6.26,M,71,20171023,41000.0,60.0,5,3,0,4,2,0,7,1,0.0,0.0,0.0,9.375,6.375,576,0,0,False,52.0,0,8.0,6.0,6.0,7.0
008d7088107b468893889da0ede0df5c,606,16.18,M,24,20170910,42000.0,52.0,6,5,0,7,1,4,6,1,0.0,0.0,0.0,5.454545454545454,4.818181818181818,576,0,0,False,33.666666666666664,0,11.0,10.0,5.0,11.0
0091d2b6a5ea4defaa8393e4e816db60,576,279.15999999999997,F,62,20160617,81000.0,95.0,5,5,4,12,0,0,11,3,25.0,0.9615384615384616,1.5384615384615383,10.0,6.071428571428571,576,540,0,False,22.153846153846153,3,14.0,11.0,14.0,11.0
0092a132ead946ceb30d11a1ed513d20,582,2.54,,118,20180502,,50.0,6,6,0,3,0,2,6,4,0.0,0.0,0.0,6.166666666666668,6.0,576,0,0,False,38.800000000000004,0,12.0,8.0,8.0,12.0
0099bf30e4cb4265875266eb3eb25eab,594,105.83,M,61,20180214,66000.0,42.0,5,3,2,9,2,0,2,8,7.0,1.0526315789473684,1.5789473684210529,12.0,8.1,576,420,0,False,31.263157894736842,0,10.0,5.0,10.0,8.0
009d10c2c38a4fd795a7bc6ddbbddb78,684,11.780000000000001,,118,20180627,,36.0,5,5,0,7,0,0,2,8,0.0,0.0,0.0,9.8,7.2,576,0,0,False,38.470588235294116,0,10.0,6.0,10.0,8.0
00a794f62b9a48beb58f8f6c02c2f1a6,600,166.4,F,88,20151024,54000.0,35.0,5,5,1,11,0,6,5,0,5.0,0.2272727272727273,0.2272727272727273,3.1818181818181817,4.454545454545454,504,534,0,False,27.272727272727273,1,11.0,5.0,11.0,11.0
00ad4c2cace94f67a6354ec90d6c6f45,624,20.73,,118,20160818,,36.0,5,5,0,8,0,4,4,2,0.0,0.0,0.0,4.4,5.0,504,0,0,False,34.666666666666664,0,10.0,8.0,6.0,10.0
00ae03011f9f49b8a4b3e6d416678b0b,696,218.04999999999995,M,55,20151115,83000.0,72.0,6,5,4,8,1,2,5,8,26.0,1.2173913043478262,1.478260869565217,7.466666666666668,6.466666666666668,576,618,0,False,30.26086956521739,2,15.0,13.0,8.0,15.0
00aee28bbb3848dd8a31f0c91dc267dd,600,20.53,M,21,20180106,59000.0,32.0,3,2,0,5,1,0,4,1,0.0,0.0,0.0,8.0,6.2,576,0,0,False,52.2,0,5.0,4.0,3.0,5.0
00b18b535d6d4f779dea4dc9ac451478,702,133.25,M,72,20170407,102000.0,44.0,5,5,3,5,0,2,2,9,8.0,1.3333333333333333,1.3333333333333333,7.0769230769230775,7.0769230769230775,576,702,0,False,39.0,3,13.0,13.0,9.0,13.0
00b3400e4ff64ee68ce9ada1d0c222f0,702,163.92000000000002,M,62,20160825,80000.0,36.0,5,2,3,10,3,3,2,5,17.0,1.35,2.0,9.0,7.4,576,606,0,False,35.1,2,10.0,7.0,6.0,8.0
00b3c376db2a4115af3aef34a02f61d6,678,219.63,M,50,20170627,104000.0,70.0,3,2,3,8,1,0,6,2,25.0,1.375,2.5,12.5,7.0,576,582,0,False,31.875,1,8.0,6.0,5.0,6.0
00b5fb9d842d437e83033ad9e36f7148,660,7.74,,118,20180127,,18.0,3,3,0,3,0,0,2,4,0.0,0.0,0.0,8.333333333333334,8.0,408,0,0,False,73.33333333333333,0,6.0,2.0,6.0,6.0
00b901d68f8f4fd68075184cd0f772d2,636,53.550000000000004,F,68,20180622,76000.0,34.0,4,4,0,4,0,0,6,2,0.0,0.0,0.0,6.25,7.25,576,0,0,False,47.5,0,8.0,4.0,8.0,8.0
00bbce6533f44ddeaf4dd32bcab55441,630,77.21000000000001,M,94,20141128,50000.0,27.0,4,4,3,7,0,2,3,6,9.0,1.3333333333333333,1.3888888888888888,6.818181818181818,7.090909090909092,576,600,0,False,35.0,2,11.0,5.0,9.0,11.0
00bc42a62f884b41a13cc595856cf7c3,702,150.64000000000001,M,44,20160111,72000.0,55.0,5,4,5,8,1,0,3,11,19.0,1.727272727272727,2.136363636363636,9.35714285714286,7.642857142857143,576,618,0,False,31.90909090909091,4,14.0,9.0,11.0,14.0
00bc983061d3471e8c8e74d31b7c8b6f,504,63.49999999999999,M,59,20171016,77000.0,43.0,4,2,1,3,2,0,4,3,10.0,0.7000000000000001,1.0,8.428571428571429,7.0,504,282,0,False,50.400000000000006,1,7.0,5.0,4.0,7.0
00c20a9202d5475190b31a24de6fb06d,624,164.01,O,52,20160306,80000.0,69.0,4,4,4,8,0,0,6,6,23.0,1.35,2.1,10.5,6.75,576,594,0,False,31.200000000000003,2,12.0,9.0,12.0,9.0
00c2f812f4604c8893152a5c6572030e,600,124.09,F,58,20180630,102000.0,80.0,5,4,3,5,1,0,7,5,14.0,1.2941176470588236,1.7647058823529411,10.0,6.583333333333334,576,582,0,False,35.294117647058826,0,12.0,10.0,12.0,12.0
00c32a104f0c4065b5b552895fb22e34,654,6.979999999999999,M,33,20171222,42000.0,32.0,4,3,0,2,1,0,2,5,0.0,0.0,0.0,9.142857142857142,6.857142857142858,408,0,0,False,72.66666666666667,0,7.0,5.0,7.0,7.0
00c5a385c71a4d3db5e9b4e31e430943,576,2.59,M,28,20171003,35000.0,51.0,6,4,0,2,2,2,4,4,0.0,0.0,0.0,9.0,6.9,576,0,0,False,48.0,0,10.0,6.0,8.0,9.0
00c6035df45840038a72766c6d27a0db,666,241.55,M,47,20170225,86000.0,45.0,4,4,3,11,0,2,3,6,15.0,1.0909090909090908,1.227272727272727,7.363636363636363,7.272727272727272,576,594,0,False,30.272727272727273,2,11.0,9.0,8.0,11.0
00c91f31f5f74e769fa7a359b63e1a9f,678,134.74000000000004,F,22,20161115,49000.0,24.0,5,4,3,14,1,3,0,9,8.0,0.9230769230769231,0.9230769230769231,6.0,6.833333333333334,576,666,0,False,26.076923076923077,0,12.0,11.0,10.0,12.0
00ceaf16a40341e6996d543d04daa2c2,690,26.98,M,34,20180519,38000.0,61.0,5,4,0,9,1,0,6,3,0.0,0.0,0.0,9.333333333333334,6.4444444444444455,576,0,0,False,31.66666666666667,0,9.0,8.0,7.0,8.0
